created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Dec 13 23:57:04 +0000 2023;1735086466538381429;"MashaaAllah Presiden k 8  @prabowo ❤️❤️😍😍 #temanprabowosubianto🇨🇭  pilih #PrabowoGibran2024";1;1;7;18;in;1695192728173187072;1735086466538381429;drReUtari08;https://twitter.com/drReUtari08/status/1735086466538381429
Wed Dec 13 23:40:03 +0000 2023;1735082184271405128;"Bismillah....  Kami titipkan bangsa dan negara ini kepada beliau2 ini ✍️💪❤️🇮🇩 Gass polll ...menangkan satu putaran...biar irit waktu tenaga dan biaya .. 🖐️✌️🫰 #PrabowoGibran2024  #PrabowoGibranIndonesiaEmas 🤲🤲 https://t.co/xbyLX73jN2";0;2;4;10;in;1603531728059977728;1735082184271405128;mbienyambay;https://twitter.com/mbienyambay/status/1735082184271405128
Wed Dec 13 23:23:58 +0000 2023;1735078134767378896;"Suasana di TKD Prabowo - Gibran Jawa Timur Jl Diponegoro no 9 #Surabaya  #Wayahe #JatimPrabowo #PrabowoGibran2024 #GibranRakabuming  Cc @blontankpoer @PartaiSocmed @bengkeldodo @gibran_tweet https://t.co/HTwmixpy6R";0;1;0;0;in;108092768;1735078134767378896;aven_januar;https://twitter.com/aven_januar/status/1735078134767378896
Wed Dec 13 22:47:42 +0000 2023;1735069010218344629;"Susah ngasih tau lalat bahwa bunga lebih indah dari pada bangkai, orang baik difitnah udah wajar sih, kalo kalian ingat dulu bapak presiden kita juga sering difitnah tapi nyatanya dia lah yang dengan hati membangun negri indonesia ini #PrabowoGibran2024";0;0;0;0;in;1587173398081175552;1735069010218344629;langitgelap___;https://twitter.com/langitgelap___/status/1735069010218344629
Wed Dec 13 21:28:34 +0000 2023;1735049092752138715;"Waktu Pak Prabowo bilang siap mati untuk negara ini, saya liat beliau memang tulus mau mengabdi untuk Indonesia #PrabowoGibran2024";0;0;0;0;in;1644090676458704896;1735049092752138715;MuhammadZa62547;https://twitter.com/MuhammadZa62547/status/1735049092752138715
Wed Dec 13 17:44:35 +0000 2023;1734992727685878022;"Pesta demokrasi menjadi pesta caci maki, istilah² kotor yg di perhalus bertebaran menjadi tagar, sungguh indahnya bumi pertiwiku ini, semoga yg bersabar berbuah manis, bukan janji manis seperti mas anis  #PrabowoGibran2024";0;0;0;0;in;3186739572;1734992727685878022;HadiZamy;https://twitter.com/HadiZamy/status/1734992727685878022
Wed Dec 13 17:39:23 +0000 2023;1734991418735874156;"@Naz_lira @jansen_jsp @prabowo Saya siap mati juga pak #PrabowoGibran2024 untuk negara kita tercinta,bahkan mungkin semua rakyat Indonesia siap mati untuk negara... Dan sya juga ga punya apa2 pak,hanya beberapa triliun dan tanah beberapa ribu hektar😁";0;0;0;7;in;1698969029548048384;1734804153854255203;AbizarDani17385;https://twitter.com/AbizarDani17385/status/1734991418735874156
Wed Dec 13 17:37:09 +0000 2023;1734990858360086924;"Salam ✌🏻 jari @prabowo @_kiranalara | #prabowo #PrabowoGibran2024 #prabowopresiden https://t.co/hnAUC7zZF4";0;0;1;1;in;883972728;1734990858360086924;kirab_karib;https://twitter.com/kirab_karib/status/1734990858360086924
Wed Dec 13 17:35:11 +0000 2023;1734990360345203195;"Jos, gaya MakinYakin AyahbowoGibran menyampaikan penjelasannya mengenai aturan sangat terstruktur serta membuat rakyat memahami detilnya. #patriotprabowo #prabowosangperekat #prabowosatria #Prabowo #prabowopresiden2024 #prabowogibran2024 #allinprabowo #Ordal Irish Bella #Santai https://t.co/PcvhOoVbSk";0;0;0;0;in;1421943163;1734990360345203195;RaisaGnesia;https://twitter.com/RaisaGnesia/status/1734990360345203195
Wed Dec 13 17:31:23 +0000 2023;1734989405235073163;"Seperti kota Yogya, #PrabowoGibran memang istimewa. #patriotprabowo #prabowosangperekat #prabowosatria #Prabowo #prabowopresiden2024 #prabowogibran2024 #allinprabowo #Ordal Irish Bella #Santai #Anies #Gempa Indonesia Forever #Pengamat #Betah #Wowo #Ginting Ammar Zoni #Tidur #Cewe https://t.co/MI0Zc406Qy";0;0;0;0;in;1421943163;1734989405235073163;RaisaGnesia;https://twitter.com/RaisaGnesia/status/1734989405235073163
Wed Dec 13 17:04:13 +0000 2023;1734982568980926801;"Apakah politik kejam apakah politik harus saling menghantam? #AnisMuhaimin2024 #PrabowoGibran2024  #GanjarMahfud2024 https://t.co/IWKVT9g2Z1";0;0;0;0;in;1698969029548048384;1734982568980926801;AbizarDani17385;https://twitter.com/AbizarDani17385/status/1734982568980926801
Wed Dec 13 16:58:26 +0000 2023;1734981114761203824;"@PDI_Perjuangan lagi,  1 . Masih mau pilih capres banteng ? 2 . Percaya bacod boneka Megawati punya nyali berantas korupsi ?  Kalau #PrabowoGibran2024 R1&amp R2 Gue cuma minta, ga perlu bkin penjara koruptor di nusakambangan,  #SahkanRUUPerampasanAset Saja,";0;1;0;1;in;773236758796394496;1734981114761203824;adri_7i;https://twitter.com/adri_7i/status/1734981114761203824
Wed Dec 13 16:21:14 +0000 2023;1734971752571359600;""Keterangan Setya Novanto pada saat di persidangan menyebutkan secara gamblang nama Ganjar Pranowo yang ikut menerima aliran dana korupsi e-KTP," ujarnya dalam keterangan tertulis, Senin, 11 Desember 2023. Sumber : https://t.co/rBXJX4evm7 #PrabowoGibran2024 #PrabowoGibranIstimewa https://t.co/BU72Wbg3vv";0;0;0;0;in;951817608860282882;1734971752571359600;DGaberner;https://twitter.com/DGaberner/status/1734971752571359600
Wed Dec 13 15:42:05 +0000 2023;1734961897802469807;"Ok kita cukupi hari ini, wes bengi tak turu sek rek ...   Bsk silahkan caci maki lgi lumayan bs ngurangi dosa sih .. 🤣🤣  Salam damai selalu #PrabowoGibran2024 😂✌  Liyer2 karo nonton iki sek sampek turu 🤣🤣🤣🤣 ... Nite all .... https://t.co/6zoS7NaYwK";0;8;4;19;in;1446109632603115524;1734961897802469807;Bank_Joee_;https://twitter.com/Bank_Joee_/status/1734961897802469807
Wed Dec 13 15:28:51 +0000 2023;1734958569404162273;"Capres, capres mana yang bisa bikin DPR mengesahkan Undang-Undang tentang korupsi. Menghukum dengan memiskin/ mengembalikan harta hasil korupsi, caleg atau pegawai pemerintah dilarang cacat tentang korupsi.😁  #Caprespilihan2024 #AMINAjaDulu #PrabowoGibran2024 #GanjarMahfud2024";0;0;0;1;in;1687760131378094080;1734958569404162273;choinisha09;https://twitter.com/choinisha09/status/1734958569404162273
Wed Dec 13 15:18:39 +0000 2023;1734956000929812524;"@mpoklela7 @OppungTp @icikiwir_08 Salam 1 putaran #PrabowoGibran2024";0;0;0;1;in;44592315;1734921101233578483;bagoesz;https://twitter.com/bagoesz/status/1734956000929812524
Wed Dec 13 15:10:38 +0000 2023;1734953986200101361;"Lembaga Survei Indonesia Prabowo Gibran Gaspolllllll  PROJO MUDA Muda, Mengabdi, Mendunia  #projo #projomuda #setiadigarisrakyat #mudamengabdimendunia #satuputaranmenang  #projobersamajokowi  #2024prabowogibranlanjutkan #prabowogibran2024 #prabowogibran #prabowo #prabowosubianto https://t.co/l7ezSZt4mf";0;0;0;1;in;1713926272395689984;1734953986200101361;Projo_Muda;https://twitter.com/Projo_Muda/status/1734953986200101361
Wed Dec 13 15:09:21 +0000 2023;1734953661380624690;"Intinya kalo pilih paslon 1, kita jadi selobby sama Rohingya. Pilih paslon 3 , di setir lagi sama emak2 banteng Pilih paslon 2, makin banyak template tiktok ges.   #debatcapres2024 #Pilpres2024 #PrabowoGibran2024 #AniesMuhaimin2024 #GanjarMahfud2024 #viraldebat";0;0;0;0;in;1543910729157574656;1734953661380624690;Reyimexterio;https://twitter.com/Reyimexterio/status/1734953661380624690
Wed Dec 13 14:45:00 +0000 2023;1734947532650758471;"Apapun pertanyaan nya, Pak Prabowo selalu menjawab dengan tenang, tegas dan beri contoh kongkrit. Capres gue nih 😎✌️  #TegakLurusBersamaJokowi #AllinPrabowoGibran #prabowo #allinprabowo #prabowogibran2024 #debatcapres2024 #DebatCapresCawapres2024 https://t.co/FYwK3WwzST";0;0;0;1;in;1695671074602766336;1734947532650758471;demokrasisantun;https://twitter.com/demokrasisantun/status/1734947532650758471
Wed Dec 13 14:44:21 +0000 2023;1734947369773650212;"Oh ini yang dimaksud di #DebatCapres tadi malam  #debatcapres2024  #AniesMuhaimin2024 #PrabowoGibran2024  #GanjarMahfud2024 https://t.co/PttU1T3Gbs";0;0;0;0;in;1645453541073633280;1734947369773650212;Latifa_Hazelnut;https://twitter.com/Latifa_Hazelnut/status/1734947369773650212
Wed Dec 13 14:34:53 +0000 2023;1734944989527023730;"Moment paling gemoy ketika Pak @prabowo menanggapi komentar dari Pak @aniesbaswedan 🤣🤣🤣 Pak @ganjarpranowo senyum2 sendiri... #gemoy 🤣🤣🤣🤣🤣 #DebatCapres #debatcapres2024 #DebatPilpres2024 #prabowosubianto #PrabowoGemoy #GanjarMahfud2024 #PrabowoGibran2024 #TheJohan https://t.co/88gOZAG07y";1;0;0;1;in;1636639377848942593;1734944989527023730;thejohanreal;https://twitter.com/thejohanreal/status/1734944989527023730
Wed Dec 13 14:25:14 +0000 2023;1734942557883482430;"Tetap pilih #PrabowoGibran2024 #PrabowoGibranIstimewa  Salam dari tukang jahit rompi.. #prabowosubianto  #gibranrakabuming https://t.co/J3zOBgu8pp";0;0;0;0;in;743317355296546816;1734942557883482430;BaraSamudra5;https://twitter.com/BaraSamudra5/status/1734942557883482430
Wed Dec 13 14:13:09 +0000 2023;1734939519701721285;"@Lembayung071 Kawal teruss bund. Wayahe pak prabss ✌✌#PrabowoGibran2024";0;0;0;0;in;1640749474296512512;1734938248143847736;iniarwan_;https://twitter.com/iniarwan_/status/1734939519701721285
Wed Dec 13 14:08:14 +0000 2023;1734938281543151684;"#PrabowoGemoy þrend masa kini,rakyat kebanyakan dh cape analogi pencitraan, mo yg pasti2 aja #PrabowoGibran2024 oke gass oke gass 1putaran,Aamiin";0;0;0;1;in;1506138031429861378;1734938281543151684;cocolatetwo;https://twitter.com/cocolatetwo/status/1734938281543151684
Wed Dec 13 14:08:06 +0000 2023;1734938248143847736;"Lagi dan lagi terdepan....Alhamdulillah  Prabowo-Gibran semakin di hati Masyarakat  Salam✌️✌️✌️🫰 #PrabowoGibran2024 https://t.co/osdjqTDjp5";12;331;32;146;in;1227499861580251136;1734938248143847736;Lembayung071;https://twitter.com/Lembayung071/status/1734938248143847736
Wed Dec 13 14:04:24 +0000 2023;1734937315204870635;"Lihat sekitar, komplek rumah, lingkungan kerja, sekolah atau dmn pun itu. Apakah org baik adl mrk yg berisik atau yg banyak diam dan melakukan sst tp memberi dampak &amp  manfaat? You know exactly what the good man is #Pilpres2024  #AMIN2024  #PrabowoGibran2024  #GanjarMahfud2024";0;0;0;0;in;1667793519120113664;1734937315204870635;DewiGayatr37496;https://twitter.com/DewiGayatr37496/status/1734937315204870635
Wed Dec 13 13:55:17 +0000 2023;1734935020643766742;"Jika saja menjadi pemimpin negeri tidak membutuhkan partai, maka akan banyak sekali pemuda2 hebat indonesia yang akan lahir menjadi pemimpin. #Pilpres2024  #AMIN2024  #PrabowoGibran2024  #GanjarMahfud2024";0;0;0;0;in;1667793519120113664;1734935020643766742;DewiGayatr37496;https://twitter.com/DewiGayatr37496/status/1734935020643766742
Wed Dec 13 13:53:33 +0000 2023;1734934586835235215;"Debat mjd ajang Saling menjatuhkan dan seolah dgn mempermalukan orang lain membuat diri makin hebat. Yg menonton menganggap debat sebagai ajang melihat kandidat terbaik. Mereka yg terbaik tdk berdebat #Pilpres2024  #PrabowoGibran2024  #AMIN2024  #GanjarMahfud2024";0;0;0;0;in;1667793519120113664;1734934586835235215;DewiGayatr37496;https://twitter.com/DewiGayatr37496/status/1734934586835235215
Wed Dec 13 13:41:21 +0000 2023;1734931515963060583;"Bagiku #PrabowoGibran2024 bukan hanya sekedar pasangan capres cawapres  Akan tetapi lebih dari itu, mereka ibarat pasangan Anak dan Orang Tua yg sedang Kontestasi di pilpres 2024";0;0;1;4;in;1707296384347697152;1734931515963060583;icikiwir_08;https://twitter.com/icikiwir_08/status/1734931515963060583
Wed Dec 13 13:32:27 +0000 2023;1734929275181007285;"Masalah Gugusan Pulau Pasir Bisa jadi salah satu Bahan DEBAT ttg pandangan Politik Luar Negeri jika Menjadi Presiden @aniesbaswedan @prabowo @ganjarpranowo utk Negosasi Ulang dgn Australia #BetaIndonesiaBetaPulauPasir #Urgent #PrabowoGibran2024 #GanjarMahfud2024 #AMIN2024 #viral https://t.co/ox5o7vR5lu";0;1;0;1;in;1497407025650696194;1734929275181007285;HanserNalle;https://twitter.com/HanserNalle/status/1734929275181007285
