created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Nov 23 23:59:59 +0000 2023;1727839442541707579;"@Abe_Mukti @gibran_tweet @umsby @prabowo Gibran tidur di rumah sampai 14 February juga elektabilitas tinggi terus 🤣";0;0;0;0;in;1555830908737191936;1727638988184547606;PenikmatHibura2;https://twitter.com/PenikmatHibura2/status/1727839442541707579
Thu Nov 23 23:59:46 +0000 2023;1727839389903131021;"Prabowo-Gibran msh joget aja?";0;0;0;0;in;30831266;1727839389903131021;Subhanologi;https://twitter.com/Subhanologi/status/1727839389903131021
Thu Nov 23 23:59:00 +0000 2023;1727839193945288722;"Nofel Saleh Hilabi Soal Ganjar Kritik Penegakan Hukum Era Jokowi: Bukti Mahfud MD Gagal Sebagai Menko Polhukam #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/D2b907xFBH";0;0;49;4;in;721898354502930433;1727839193945288722;golkarpedia;https://twitter.com/golkarpedia/status/1727839193945288722
Thu Nov 23 23:58:11 +0000 2023;1727838989724647710;"@kompascom Gak salah pilih ama pak prabowo kalau soal rekam jejak !!!! #PrabowoGibran";0;0;0;0;in;1468602927883624448;1727656993513410620;Whoiam07664360;https://twitter.com/Whoiam07664360/status/1727838989724647710
Thu Nov 23 23:57:21 +0000 2023;1727838779334074810;"Kegagumanku pd seorang Prabowo ktk 2014 beliau nyapres, adlh bgmn Prabowo faham geopolitik. Cinta tanah air dn sngt patriot. Jokowi tlh membuka gerbang, Prabowo mnjaganya, skrg waktunya Prabowo memasuki yg sdh dibuka Jokowi, dunia butuh Prabowo-Gibran, krn Indonesia jd sandaran";0;2;7;16;in;1709123175450288128;1727838779334074810;mas_veel;https://twitter.com/mas_veel/status/1727838779334074810
Thu Nov 23 23:56:34 +0000 2023;1727838582415732779;"@Abe_Mukti @gibran_tweet @umsby @prabowo @gibran_tweet  takut debat awokwokwok";0;0;0;0;in;1713906605077790720;1727638988184547606;leeminhogita;https://twitter.com/leeminhogita/status/1727838582415732779
Thu Nov 23 23:56:22 +0000 2023;1727838531945418908;"Salah satu program unggulan Prabowo-Gibran yang menurut gw sangat esensial yah ini. Semua cita2 besar bangsa Indonesia harus dimulai dari manusianya. Manusia Indonesia harus mendapat perhatian negara bukan sejak dia lahir tapi sejak dia di dalam kandungan. https://t.co/7QLyHBqoGy";0;18;6;22;in;230313497;1727838531945418908;hasmibakhtiar;https://twitter.com/hasmibakhtiar/status/1727838531945418908
Thu Nov 23 23:54:48 +0000 2023;1727838136364089491;"@Ryan_Fighter7 Sibuk kerja? Masih jadi pejabat? Gibran kunjungan ke cina? Mentalnya masih tempe pasangan capres cawaores apa artis, yah kondisinya melihat pas pengambilan nomor urut  prabowo ngomong blepotan yah pasangan Ganjar dan pasangan Anis pada ounya gelar prabowo gibran 0 gelar";0;1;0;1;in;2942502020;1727637323305926739;fmaulana179;https://twitter.com/fmaulana179/status/1727838136364089491
Thu Nov 23 23:54:15 +0000 2023;1727838001349505514;"@rizqonafi Gen Z dan Milenial awal itu 50-53% dari pemilih, dan tim prabowo Gibran menggarap di basis masa ini dengan trik gemoy tersebut, kalau mereka berhasil ya jangan disalahkan sih, kan mereka pasti udah research dulu dan terbukti so far berhasil di Tiktok";0;0;0;0;in;1318922631731507200;1727592143785766991;clipminton;https://twitter.com/clipminton/status/1727838001349505514
Thu Nov 23 23:53:33 +0000 2023;1727837824353976387;"@alextham878 Hubungan apa jokowi sama prabowo gibran, 2x pemilu coblos jkw 2024 blm tentu coblos anak jokowi, gibran buka  jokowi";0;0;0;0;in;1611183372587655169;1727665466267889971;Bambang30503039;https://twitter.com/Bambang30503039/status/1727837824353976387
