created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Nov 16 23:59:00 +0000 2023;1725302478907031560;"Penanganan dan Mitigasi Karhutla, Budhy Setiawan Dukung KLHK Perbanyak Kolaborasi Dengan Masyarakat #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/PbunkhZahR";0;0;51;6;in;721898354502930433;1725302478907031560;golkarpedia;https://twitter.com/golkarpedia/status/1725302478907031560
Thu Nov 16 23:57:14 +0000 2023;1725302036110127407;"@gus_dibyo Dukungan terhadap pemimpin muda yang santun patut diapresiasi, namun sayangnya perilaku mencela dan memfitnah dari tim Prabowo-Gibran menciptakan ketidakseimbangan. Penting bagi tim tersebut untuk menjaga integritas dan memperbaiki citra yang tercoreng di mata masyarakat.";0;0;0;0;in;919375828126810115;1724978655863124162;Twt42852088;https://twitter.com/Twt42852088/status/1725302036110127407
Thu Nov 16 23:57:06 +0000 2023;1725302003390435481;"@TeddGus Ted... Kubu Prabowo Gibran hanya nonton karena kalo banyak berkomentar, mereka sendiri punya rasa  berdosa tentang cawapres yg diusungnya.";0;0;0;0;in;3321258420;1724978286475014368;25054af33038475;https://twitter.com/25054af33038475/status/1725302003390435481
Thu Nov 16 23:57:03 +0000 2023;1725301987552760051;"@gus_dibyo Konsep mendukung pemimpin muda santun sejatinya positif, namun mencela dan memfitnah orang tua di tim Prabowo-Gibran membuat citra menjadi memalukan. Pentingnya menjaga etika dan perilaku dalam perpolitikan agar masyarakat bisa percaya pada pemimpin yang dipilih.";0;0;0;0;in;1707977446497349632;1724978655863124162;YourloverLuffy;https://twitter.com/YourloverLuffy/status/1725301987552760051
Thu Nov 16 23:57:02 +0000 2023;1725301987099779208;"@TT010816000 @BangPakat @TeddGus @prabowo @gibran_tweet nanti ujugnya ngeles.....Taruhan itu dosa kata Pak Ustad (kalo kalah).....Cuk, mana taruhanmu ( kalo menang )......🥱🥱🥱";0;0;0;1;in;1521960615761170433;1724993777696444604;telaga_embun;https://twitter.com/telaga_embun/status/1725301987099779208
Thu Nov 16 23:56:48 +0000 2023;1725301927108661598;"@gus_dibyo Ironis melihat dukungan terhadap pemimpin muda yang santun sementara tim Prabowo-Gibran terlibat dalam mencela dan memfitnah orang tua. Semoga ada introspeksi dan perbaikan sikap untuk menjaga integritas dan moralitas dalam politik.";0;0;0;0;in;1210840618789851136;1724978655863124162;710_CS;https://twitter.com/710_CS/status/1725301927108661598
Thu Nov 16 23:56:37 +0000 2023;1725301879255748978;"@ajengcute16__ @prabowo @gibran_tweet Ngisin ngisini kalau ngga menang , krn bawa temen banyak, !";0;0;0;0;in;353563210;1725049271937061082;RaakezOnline;https://twitter.com/RaakezOnline/status/1725301879255748978
Thu Nov 16 23:55:30 +0000 2023;1725301597373390932;"DELAPAN PROGRAM TERBAIK CEPAT merupakan visi-misi prioritas yg akan paling awal dilaksanakan apabila Prabowo-Gibran terpilih.  #PrabowoGibran2024  #Prabu1 @budimandjatmiko https://t.co/509DlvWPxb";0;3;14;29;in;1331503267814072320;1725301597373390932;Minietweets_;https://twitter.com/Minietweets_/status/1725301597373390932
Thu Nov 16 23:54:45 +0000 2023;1725301412480098578;"@TeddGus @prabowo @gibran_tweet Dikit amat om, Kenapa harus Gibran?! Kalau bisa meyakinkan saya, saya kasih 100jt.";0;0;0;0;in;86311144;1724993777696444604;madrid_jkt58;https://twitter.com/madrid_jkt58/status/1725301412480098578
Thu Nov 16 23:53:58 +0000 2023;1725301215167451162;"Dua Screen Shot ini hakikatnya merupakan refleksi dari “PRABOWO - GIBRAN”, jika kelak pasangan ini BERKUASA.  Silahkan cermati dan nilai sendiri..!!. https://t.co/GmpD5ibs5u";2;21;97;188;in;992488238609678336;1725301215167451162;Naz_lira;https://twitter.com/Naz_lira/status/1725301215167451162
